Mst. ID,Messstellen Name,Jahr,Bundesland,Flussgebiet,Gewässername,Einzugsgebietsgröße (km²)
201996,NeukaserDURCHFLUSS,2017,Tirol,Inngebiet oberhalb der Salzach,Zamserbach,24.2
201715,SausteinasteDURCHFLUSS,2017,Tirol,Inngebiet oberhalb der Salzach,Zemmbach,225
201723,PersalDURCHFLUSS,2017,Tirol,Inngebiet oberhalb der Salzach,Tuxbach,129.2
201749,MayrhofenDURCHFLUSS_TEMPERATUR,2017,Tirol,Inngebiet oberhalb der Salzach,Ziller,610.9
230755,Schwendberg-Aue,2017,Tirol,Inngebiet oberhalb der Salzach,Sidanbach,16
201756,Zell am Ziller-Zellbergeben,2017,Tirol,Inngebiet oberhalb der Salzach,Ziller,696.3
201970,EW-Gmünd,2017,Tirol,Inngebiet oberhalb der Salzach,Gerlosbach,141
201772,Rohr,2017,Tirol,Inngebiet oberhalb der Salzach,Gerlosbach,196.8
201780,Hart im Zillertal,2017,Tirol,Inngebiet oberhalb der Salzach,Ziller,1094.7
201806,Brixlegg,2017,Tirol,Inngebiet oberhalb der Salzach,Inn,8503.6
201814,Rattenberg,2017,Tirol,Inngebiet oberhalb der Salzach,Inn,8508.7
230896,Steinberg am Rofan-Außersteinberg,2017,Tirol,Inngebiet oberhalb der Salzach,Grundache,15
230904,Steinberg am Rofan-Untersteinberg,2017,Tirol,Inngebiet oberhalb der Salzach,Mühlbach,13
201822,Mariathal,2017,Tirol,Inngebiet oberhalb der Salzach,Brandenberger Ache,272.6
202697,Niederau,2017,Tirol,Inngebiet oberhalb der Salzach,Wildenbach,9.7
202218,Unterwindau,2017,Tirol,Inngebiet oberhalb der Salzach,Windauer Ache,82.1
201848,Hörbrunn,2017,Tirol,Inngebiet oberhalb der Salzach,Kelchsauer Ache,134.5
201863,Bruckhäusl,2017,Tirol,Inngebiet oberhalb der Salzach,Brixentaler Ache,322.3
201889,Kirchbichl - Bichlwang,2017,Tirol,Inngebiet oberhalb der Salzach,Inn,9310
202788,Scheffau a. Wilden Kaiser,2017,Tirol,Inngebiet oberhalb der Salzach,Hintersteiner See,2.3
202135,Söll,2017,Tirol,Inngebiet oberhalb der Salzach,Stampfangerbach,20.9
201897,Kaiserwerk,2017,Tirol,Inngebiet oberhalb der Salzach,Weißache,94
201905,Kufstein (Bahnhofsbrücke),2017,Tirol,Inngebiet oberhalb der Salzach,Inn,9502.7
230938,Kufstein (ÖBK),2017,Tirol,Inngebiet oberhalb der Salzach,Sparchenbach,34
202242,Thiersee (Seepegel),2017,Tirol,Inngebiet oberhalb der Salzach,Thiersee,6
202259,Thiersee,2017,Tirol,Inngebiet oberhalb der Salzach,Thierseebach,6.2
201830,Rettenschöß,2017,Tirol,Inngebiet oberhalb der Salzach,Walchentaler Bach,3.9
230912,Niederndorf (ÖBK),2017,Tirol,Inngebiet oberhalb der Salzach,Jennbach,37.6
230102,Oberaudorf,2017,Deutschland,Inngebiet oberhalb der Salzach,Inn,9712
201913,Kitzbühel (Bahnhofsbrücke),2017,Tirol,Inngebiet oberhalb der Salzach,Kitzbüheler Ache,153
202622,Kirchberg i.T.,2017,Tirol,Inngebiet oberhalb der Salzach,Aschauer Ache,79.2
202556,Kitzbühel (Seepegel),2017,Tirol,Inngebiet oberhalb der Salzach,Schwarzsee,1.8
201921,Sperten,2017,Tirol,Inngebiet oberhalb der Salzach,Aschauer Ache,147.4
206086,Furth (Ort),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Schalchener Brunnbach,31.2
204677,Jahrsdorf,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Mattig,446.9
204685,Waldzell,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Waldzeller Ache,24
204693,Mettmach,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Mettmach,30.4
206748,Altheim,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Mühlheimer Ache,193
206722,Lindlau,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Moosbach,39.1
204701,Bauerding,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Lochbach,74.6
204719,Mamling,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Ach,314.9
206805,Danner,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Antiesen,55.6
204727,Pramet,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Oberach,13.2
204735,Ried im Innkreis (Ort),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Rieder Bach,69.3
204750,Haging,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Antiesen,164.9
204768,Osternach,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Osternach,68.6
206201,Schärding (Schreibpegel),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Inn,25520
206102,Pram,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Pram,14.2
204784,Riedau,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Pram,60.2
206326,Winertsham (Steg),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Pram,128.1
206268,Lohstampf,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Messenbach,39.3
204826,Angsüß,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Pfudabach,64.1
204834,Alfersham,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Pfudabach,81.3
204842,Diersbach,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Diersbach,10.6
204867,Pramerdorf,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Pram,340.9
207019,Achleiten,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Donau,76653.3
207027,Engelhartszell,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Donau,77089.7
204875,Oberkappel,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Ranna,132.5
206771,Koblmühle,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Kleine Mühl,43.7
204883,Obermühl,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Kleine Mühl,200.2
204891,Vorderanger,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Große Mühl,125.3
204909,Pfaffetschlag,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Klafferbach,17.1
204917,Furtmühle,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Große Mühl,256.4
204925,Hartmannsdorf,2017,Oberösterreich,Donaugebiet zwischen Inn und Traun,Steinerne Mühl,137.9
201939,St. Johann in Tirol,2017,Tirol,Inngebiet oberhalb der Salzach,Kitzbüheler Ache,332.4
201947,Almdorf,2017,Tirol,Inngebiet oberhalb der Salzach,Fieberbrunner Ache,165.9
201954,Wohlmuting,2017,Tirol,Inngebiet oberhalb der Salzach,Großache,527.6
202382,Kössen-Hütte,2017,Tirol,Inngebiet oberhalb der Salzach,Großache,701.4
202549,Schwendt-Unterbichl,2017,Tirol,Inngebiet oberhalb der Salzach,Kohlenbach,47.9
202234,Walchsee (Seepegel),2017,Tirol,Inngebiet oberhalb der Salzach,Walchsee,28.5
202630,Kössen-Waidach,2017,Tirol,Inngebiet oberhalb der Salzach,Kohlenbach,100
204107,Krimml,2017,Salzburg,Salzachgebiet,Krimmlerache,110.7
203026,Wald i. Pzg.,2017,Salzburg,Salzachgebiet,Salzach,206.8
203893,Kees,2017,Salzburg,Salzachgebiet,Obersulzbach,19.2
203034,Sulzau,2017,Salzburg,Salzachgebiet,Obersulzbach,80.7
203042,Neukirchen,2017,Salzburg,Salzachgebiet,Untersulzbach,40.5
203596,Habach,2017,Salzburg,Salzachgebiet,Habach,45.3
203067,Mühlbach (Pinzgau),2017,Salzburg,Salzachgebiet,Mühlbach,32.3
203075,Mittersill,2017,Salzburg,Salzachgebiet,Salzach,582.6
203083,Haidbach,2017,Salzburg,Salzachgebiet,Felber Ache,74.5
203984,Stuhlfelden,2017,Salzburg,Salzachgebiet,Stuhlfeldnerbach,11.4
203554,Uttendorf,2017,Salzburg,Salzachgebiet,Kraftwerk mit Stubache,127.9
203109,Kaprun,2017,Salzburg,Salzachgebiet,Kapruner Ache,88.6
203117,Zell am See (Seepegel),2017,Salzburg,Salzachgebiet,Zeller See,53.3
203125,Bruck (Salzach),2017,Salzburg,Salzachgebiet,Salzach,1168.7
203133,Ferleiten,2017,Salzburg,Salzachgebiet,Fuscher Ache,60.7
203141,Bruck (Fuscher Ache),2017,Salzburg,Salzachgebiet,Fuscher Ache,161
203158,Bucheben,2017,Salzburg,Salzachgebiet,Hüttwinkelache,96.1
203166,Rauris (Unterland),2017,Salzburg,Salzachgebiet,Rauriser Ache,242.2
203190,Böckstein,2017,Salzburg,Salzachgebiet,Naßfelder Bach,57.4
203851,Böckstein (Summenpegel),2017,Salzburg,Salzachgebiet,Naßfelder Bach m.Werksk.,57.4
203208,Bad Hofgastein,2017,Salzburg,Salzachgebiet,Gasteiner Ache,220.7
203901,Wallnerau (Pegel),2017,Salzburg,Salzachgebiet,Salzach,2143
203968,Wallnerau (Summenpegel),2017,Salzburg,Salzachgebiet,Salzach m. KW-Schwarzach,2143
203224,Großarl,2017,Salzburg,Salzachgebiet,Großarler Ache,144.6
204099,Tenneck,2017,Salzburg,Salzachgebiet,Blühnbach,71.7
203265,Schwaighofbrücke,2017,Salzburg,Salzachgebiet,Lammer,171.7
203927,Abtenau Au,2017,Salzburg,Salzachgebiet,Schwarzbach,26.9
203307,Obergäu,2017,Salzburg,Salzachgebiet,Lammer,394.5
203315,Torren,2017,Salzburg,Salzachgebiet,Torrener Bach,65.5
203323,Golling,2017,Salzburg,Salzachgebiet,Salzach,3555.7
203943,St. Nikolaus,2017,Salzburg,Salzachgebiet,Schwarzbach,3.1
203364,St.Leonhard (Summenpegel),2017,Salzburg,Salzachgebiet,Berchtesgad.Ache m.Almk.,428.2
203380,Salzburg (Staatsbrücke),2017,Salzburg,Salzachgebiet,Salzach,4402.2
204297,Salzburg (Summenpegel),2017,Salzburg,Salzachgebiet,Salzach,4425.7
203430,Itzling,2017,Salzburg,Salzachgebiet,Alterbach,29.7
203422,Moos,2017,Salzburg,Salzachgebiet,Glanbach,26.5
203448,Wallersee (Haltestelle),2017,Salzburg,Salzachgebiet,Wallersee,109.8
203588,Wallersee,2017,Salzburg,Salzachgebiet,Wallersee,109.8
204057,Seekirchen (Kläranlage),2017,Salzburg,Salzachgebiet,Fischach,119.4
203455,Lengfelden,2017,Salzburg,Salzachgebiet,Fischach,159.4
203463,Viehhofen,2017,Salzburg,Salzachgebiet,Saalach,150.8
203471,Saalfelden,2017,Salzburg,Salzachgebiet,Urslaubach,119.5
203489,Uttenhofen,2017,Salzburg,Salzachgebiet,Leogangbach,112.3
203497,Weißbach,2017,Salzburg,Salzachgebiet,Saalach,543.2
202267,St. Ulrich am Pillersee (Seepegel),2017,Tirol,Salzachgebiet,Pillersee,49.2
203505,Lofer (Loferbach),2017,Salzburg,Salzachgebiet,Loferbach,107.4
203570,Siezenheim,2017,Salzburg,Salzachgebiet,Saalach,1139.1
203521,Siezenheim (Summenpegel),2017,Salzburg,Salzachgebiet,Saalach mit Werkskanälen,1139.1
203844,Nußdorf,2017,Salzburg,Salzachgebiet,Oichtenbach,40.5
203539,Oberndorf,2017,Salzburg,Salzachgebiet,Salzach,6120
204537,Holzöster,2017,Oberösterreich,Salzachgebiet,Holzöstersee,1.3
204545,Steinwag,2017,Oberösterreich,Salzachgebiet,Moosache,69.9
203547,Au-St.Georgen bei Salzburg,2017,Salzburg,Salzachgebiet,Moosache,88.1
203836,Untereching,2017,Salzburg,Salzachgebiet,Pladenbach,23.4
204560,Ettenau,2017,Oberösterreich,Salzachgebiet,Salzach,6627.6
206847,Ach,2017,Oberösterreich,Salzachgebiet,Salzach,6690.5
206623,Österlehen,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Enknach,113.5
203604,Mattsee (Seepegel),2017,Salzburg,Inngebiet unterhalb der Salzach,Niedertrumer See,10.4
203612,Obertrum (Seepegel),2017,Salzburg,Inngebiet unterhalb der Salzach,Obertrumer See,58.4
203620,Zellhof,2017,Salzburg,Inngebiet unterhalb der Salzach,Grabensee,64.8
204131,Perwang Strandbad,2017,Salzburg,Inngebiet unterhalb der Salzach,Grabensee,64.5
204586,Laimhausmühle,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Mattig,66.6
206698,Elexlochen,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Berndorfer Bach,12
204602,Lochen,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Mühlberger Bach,14.1
204610,Pfaffstätt,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Mattig,136
206052,Hocheck (Forsthaus),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Schwemmbach,13.1
204636,Friedburg,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Schwemmbach,82.2
203638,Straßwalchen,2017,Salzburg,Inngebiet unterhalb der Salzach,Hainbach,40.6
206730,Lengau,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Hainbach,48.1
206250,Lengau (Basisableitung),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Hainbach,58.9
206839,Kolming,2017,Oberösterreich,Inngebiet unterhalb der Salzach,Schwemmbach,151.7
206078,Furth (Bundesstraße),2017,Oberösterreich,Inngebiet unterhalb der Salzach,Schwemmbach,188.8
200014,Bangs,2017,Vorarlberg,Rheingebiet,Rhein,4647.9
200022,Gaschurn (VIW),2017,Vorarlberg,Rheingebiet,Ill,144.9
200030,Gargellen,2017,Vorarlberg,Rheingebiet,Suggadinbach,39.3
200048,Schruns (Vonbunweg),2017,Vorarlberg,Rheingebiet,Litz,102
200055,Vandans (VIW),2017,Vorarlberg,Rheingebiet,Ill,511.5
231662,Lorüns-Äule,2017,Vorarlberg,Rheingebiet,Ill,535.2
200592,Klösterle (ÖBB),2017,Vorarlberg,Rheingebiet,Alfenz,66.6
200097,Bürs (Brücke L82),2017,Vorarlberg,Rheingebiet,Alvier,72.2
231670,Nenzing,2017,Vorarlberg,Rheingebiet,Ill,854.6
200105,Garsella,2017,Vorarlberg,Rheingebiet,Lutz,95.5
231688,Beschling,2017,Vorarlberg,Rheingebiet,Ill,1118.6
200501,Amerlügen,2017,Vorarlberg,Rheingebiet,Samina,70
200121,Frastanz,2017,Vorarlberg,Rheingebiet,Ill,1268.7
200147,Gisingen,2017,Vorarlberg,Rheingebiet,Ill,1281
200154,Laterns,2017,Vorarlberg,Rheingebiet,Frutz,33.4
200642,Sulz,2017,Vorarlberg,Rheingebiet,Frutz,87
200527,Brederis,2017,Vorarlberg,Rheingebiet,Ehbach,25.2
200162,Meiningen (Güfel),2017,Vorarlberg,Rheingebiet,Ehbach,39.1
200196,Lustenau (Höchster Brücke),2017,Vorarlberg,Rheingebiet,Rhein,6301.1
200204,Enz,2017,Vorarlberg,Rheingebiet,Dornbirnerach,51.1
200428,Schwarzach,2017,Vorarlberg,Rheingebiet,Schwarzach,17.7
200212,Hoher Steg,2017,Vorarlberg,Rheingebiet,Dornbirnerach,112.9
200576,Hohenems,2017,Vorarlberg,Rheingebiet,Emsbach,8.2
200220,Lustenau (Hofsteig),2017,Vorarlberg,Rheingebiet,Rheintalbinnenkanal,77.5
200410,Lauterach,2017,Vorarlberg,Rheingebiet,Dornbirnerach,195.6
200246,Hopfreben,2017,Vorarlberg,Rheingebiet,Bregenzerach,41.7
200253,Au,2017,Vorarlberg,Rheingebiet,Bregenzerach,149.3
200261,Mellau,2017,Vorarlberg,Rheingebiet,Bregenzerach,228.6
200493,Reuthe,2017,Vorarlberg,Rheingebiet,Bizauerbach,14.1
200568,Reuthe (Wehr),2017,Vorarlberg,Rheingebiet,Bregenzerach,276.2
200550,Bersbuch,2017,Vorarlberg,Rheingebiet,Bregenzerach,295.7
200287,Schönenbach (Hengstig),2017,Vorarlberg,Rheingebiet,Subersach,31.1
200295,Lingenau,2017,Vorarlberg,Rheingebiet,Subersach,111.6
200584,Kälberweide,2017,Vorarlberg,Rheingebiet,Leckenbach,13.7
200451,Hittisau (VKW),2017,Vorarlberg,Rheingebiet,Bolgenach,81.5
200303,Krumbach-Zwing,2017,Vorarlberg,Rheingebiet,Weißach,199.3
200311,Thal (Martinsbrücke),2017,Vorarlberg,Rheingebiet,Rotach,83.8
200329,Kennelbach,2017,Vorarlberg,Rheingebiet,Bregenzerach,826.3
200337,Bregenz (Hafen),2017,Vorarlberg,Rheingebiet,Bodensee,10907
200345,Lochau,2017,Vorarlberg,Rheingebiet,Ruggbach,6.79
200352,Unterhochsteg,2017,Vorarlberg,Rheingebiet,Leiblach,102.4
200394,Unterhochsteg (Summenpegel),2017,Vorarlberg,Rheingebiet,Leiblach mit Werkskanal,102.4
200360,Lech,2017,Vorarlberg,Donaugebiet oberhalb des Inn,Zürsbach,25.2
200378,Lech (Tannbergbrücke),2017,Vorarlberg,Donaugebiet oberhalb des Inn,Lech,84.3
201012,Steeg,2017,Tirol,Donaugebiet oberhalb des Inn,Lech,247.9
201038,Grießau,2017,Tirol,Donaugebiet oberhalb des Inn,Lech,459.8
201053,Vorderhornbach (Brücke),2017,Tirol,Donaugebiet oberhalb des Inn,Hornbach,64
202226,Stanzach,2017,Tirol,Donaugebiet oberhalb des Inn,Namlosbach,66.4
201087,Lechaschau,2017,Tirol,Donaugebiet oberhalb des Inn,Lech,1012.2
202184,Seespitze,2017,Tirol,Donaugebiet oberhalb des Inn,Plansee,115.5
202713,Tannheim (Seepegel),2017,Tirol,Donaugebiet oberhalb des Inn,Vilsalpsee,14.9
202192,Grän (Seepegel),2017,Tirol,Donaugebiet oberhalb des Inn,Haldensee-Ausfluß,12
201111,Vils (Lände),2017,Tirol,Donaugebiet oberhalb des Inn,Vils,198.1
201129,Scharnitz (Karwendelbrücke),2017,Tirol,Donaugebiet oberhalb des Inn,Karwendelbach,48.1
201095,Scharnitz (Weidach),2017,Tirol,Donaugebiet oberhalb des Inn,Isar,203.6
202176,Seefeld (Seepegel),2017,Tirol,Donaugebiet oberhalb des Inn,Wildsee,6.9
202143,Scharnitz (Gießenbach),2017,Tirol,Donaugebiet oberhalb des Inn,Gießenbach,65.1
202127,Klamm,2017,Tirol,Donaugebiet oberhalb des Inn,Leutascher Ache,45
201145,Pertisau (Seepegel),2017,Tirol,Donaugebiet oberhalb des Inn,Achensee,105.5
202507,Biberwier (Seepegel),2017,Tirol,Donaugebiet oberhalb des Inn,Blindsee,6
201152,Ehrwald (Viadukt),2017,Tirol,Donaugebiet oberhalb des Inn,Loisach,88.4
201160,Schalklhof,2017,Tirol,Inngebiet oberhalb der Salzach,Schalklbach,107.8
201178,Kajetansbrücke,2017,Tirol,Inngebiet oberhalb der Salzach,Inn,2162
201194,Prutz,2017,Tirol,Inngebiet oberhalb der Salzach,Inn,2461.5
230300,Gepatschalm,2017,Tirol,Inngebiet oberhalb der Salzach,Fagge,55
202119,Platz-Loch,2017,Tirol,Inngebiet oberhalb der Salzach,Fagge,191.5
201251,St. Anton am Arlberg-Moos,2017,Tirol,Inngebiet oberhalb der Salzach,Rosanna,130.6
